phase,control,rounds,job_id,bit_index,trials,ones,one_probability,ideal_probability,exact_p,ci_lower,ci_upper,within_job_bh_q,global_bh_q
calibration,spn_null,4,value_b00_a0F_dF0,118,160000,80094,0.5005875,0.5,0.6401423281915094,0.49813442965492766,0.5030405490542449,0.9257178927688631,0.8792440455174448
calibration,spn_null,4,value_b00_a0F_dF0,119,160000,80071,0.50044375,0.5,0.7244634390245966,0.4979906815332943,0.5028968023853362,0.9659512520327955,0.9165438121586199
calibration,spn_null,4,value_b00_a0F_dF0,120,160000,80130,0.5008125,0.5,0.5173085212275615,0.4983594271214098,0.503265543433829,0.8691423431601797,0.8115472256210138
calibration,spn_null,4,value_b00_a0F_dF0,121,160000,80218,0.5013625,0.5,0.27681585287461674,0.49890942301693075,0.5038155276064695,0.8691423431601797,0.601314029154874
calibration,spn_null,4,value_b00_a0F_dF0,122,160000,80023,0.50014375,0.5,0.9104270156120863,0.4976906861056544,0.5025968086848879,0.9976372026352561,0.9754575167272354
calibration,spn_null,4,value_b00_a0F_dF0,123,160000,80076,0.500475,0.5,0.7058021896535055,0.49802193110772774,0.5029280516784119,0.9509755818489337,0.9081187496295732
calibration,spn_null,4,value_b00_a0F_dF0,124,160000,80203,0.50126875,0.5,0.3112990403558374,0.4988156735069734,0.5037217805138994,0.8691423431601797,0.641302744080695
calibration,spn_null,4,value_b00_a0F_dF0,125,160000,80138,0.5008625,0.5,0.4917678197139276,0.49840942662577875,0.5033155421174749,0.8691423431601797,0.7937740343427835
calibration,spn_null,4,value_b00_a0F_dF0,126,160000,80209,0.50130625,0.5,0.29717990362969704,0.4988531733006206,0.5037592793612631,0.8691423431601797,0.6262427383388869
calibration,spn_null,4,value_b00_a0F_dF0,127,160000,79628,0.497675,0.5,0.06323971424275328,0.49522200722459553,0.5001280770327224,0.8691423431601797,0.21576233024626618
calibration,spn_null,6,bit_a019_d019_off+000,0,160000,80162,0.5010125,0.5,0.41937855879376496,0.49855942528588126,0.5034655380214164,0.9113020489986831,0.7423826971386689
calibration,spn_null,6,bit_a019_d019_off+000,1,160000,79543,0.49714375,0.5,0.022459542349069227,0.49469078033793296,0.49959682317173,0.7187053551702153,0.08749139499916392
calibration,spn_null,6,bit_a019_d019_off+000,2,160000,79506,0.4969125,0.5,0.013605773608658497,0.494459541263051,0.4993655706270449,0.5805130073027626,0.05457944179393954
calibration,spn_null,6,bit_a019_d019_off+000,3,160000,79925,0.49953125,0.5,0.7095207363778024,0.49707819817943766,0.5019843188079246,0.9411908820554538,0.9091714783317799
calibration,spn_null,6,bit_a019_d019_off+000,4,160000,79976,0.49985,0.5,0.906463891868174,0.497396941437357,0.5023030639985989,0.9630963470937772,0.9746104843269741
calibration,spn_null,6,bit_a019_d019_off+000,5,160000,79921,0.49950625,0.5,0.6946889391033363,0.49705319875033627,0.5019593191430186,0.9411908820554538,0.9030485870537615
calibration,spn_null,6,bit_a019_d019_off+000,6,160000,80165,0.50103125,0.5,0.41079246551591864,0.4985781751338975,0.5034842874939055,0.9113020489986831,0.7353189919967964
calibration,spn_null,6,bit_a019_d019_off+000,7,160000,79958,0.4997375,0.5,0.8356194734320554,0.49728444370322333,0.5021905658096995,0.9630963470937772,0.9545675377001615
calibration,spn_null,6,bit_a019_d019_off+000,8,160000,79864,0.49915,0.5,0.4980888911582471,0.49669695755113985,0.5016030732526103,0.9113020489986831,0.7973575162262299
calibration,spn_null,6,bit_a019_d019_off+000,9,160000,79625,0.49765625,0.5,0.06113712405832209,0.49520325799327425,0.5001093269435383,0.8858107291987736,0.21008192965007325
calibration,spn_null,6,bit_a019_d019_off+000,10,160000,80272,0.5017,0.5,0.17462220424616504,0.49924692196594117,0.5041530164265581,0.8858107291987736,0.45935897537610804
calibration,spn_null,6,bit_a019_d019_off+000,11,160000,79998,0.4999875,0.5,0.9940159250112647,0.49753443883639653,0.5024405616165998,0.9940159250112647,0.998044490010003
calibration,spn_null,6,bit_a019_d019_off+000,12,160000,79742,0.4983875,0.5,0.19791991598987255,0.4959344805677609,0.5008405778687656,0.8858107291987736,0.49544490052223633
calibration,spn_null,6,bit_a019_d019_off+000,13,160000,80061,0.50038125,0.5,0.7622710425523216,0.4979281824131373,0.5028343037704748,0.9565754259480114,0.9319814704770883
calibration,spn_null,6,bit_a019_d019_off+000,14,160000,80149,0.50093125,0.5,0.45778455689366493,0.4984781759842888,0.503384290267485,0.9113020489986831,0.7695710620429784
calibration,spn_null,6,bit_a019_d019_off+000,15,160000,80151,0.50094375,0.5,0.45175053205335647,0.4984906758726306,0.5033967899261467,0.9113020489986831,0.764531530667646
calibration,spn_null,6,bit_a019_d019_off+000,16,160000,79961,0.49975625,0.5,0.847350643528831,0.49730319331696604,0.5022093155164624,0.9630963470937772,0.9575006168324024
calibration,spn_null,6,bit_a019_d019_off+000,17,160000,80302,0.5018875,0.5,0.13168228793141762,0.49943442186439324,0.5043405097331609,0.8858107291987736,0.38012402605272966
calibration,spn_null,6,bit_a019_d019_off+000,18,160000,80032,0.5002,0.5,0.8748508709355115,0.49774693518115554,0.5026530575709033,0.9630963470937772,0.9659772394198446
calibration,spn_null,6,bit_a019_d019_off+000,19,160000,80132,0.500825,0.5,0.5108595959427796,0.4983719269952052,0.5032780431070373,0.9113020489986831,0.8051306580834287
calibration,spn_null,6,bit_a019_d019_off+000,20,160000,79853,0.49908125,0.5,0.46386355059829093,0.4966282093927082,0.5015343239025218,0.9113020489986831,0.7752088061353224
calibration,spn_null,6,bit_a019_d019_off+000,21,160000,80249,0.50155625,0.5,0.21405201072919844,0.4991031722771148,0.5040092713248422,0.8858107291987736,0.5189139654041174
calibration,spn_null,6,bit_a019_d019_off+000,22,160000,79755,0.49846875,0.5,0.22151848489421444,0.4960157278439538,0.5009218276480965,0.8858107291987736,0.530070716307078
calibration,spn_null,6,bit_a019_d019_off+000,23,160000,80200,0.50125,0.5,0.3185218750616843,0.49879692361531763,0.5037030310850495,0.9113020489986831,0.6491304233710323
calibration,spn_null,6,bit_a019_d019_off+000,24,160000,80017,0.50010625,0.5,0.9342491522713169,0.49765318673921294,0.5025593094103182,0.9777248309408747,0.9819397138967721
calibration,spn_null,6,bit_a019_d019_off+000,25,160000,80358,0.5022375,0.5,0.0738563821043131,0.49978442259663913,0.5046904963170175,0.8858107291987736,0.24528303332372958
calibration,spn_null,6,bit_a019_d019_off+000,26,160000,80245,0.50153125,0.5,0.22151848489421444,0.49907817235190355,0.5039842721560462,0.8858107291987736,0.530070716307078
calibration,spn_null,6,bit_a019_d019_off+000,27,160000,80219,0.50136875,0.5,0.2746133420909762,0.4989156729873236,0.5038217774095785,0.8858107291987736,0.5985612224375471
calibration,spn_null,6,bit_a019_d019_off+000,28,160000,80389,0.50243125,0.5,0.05207626059856299,0.49997817351820945,0.5048842383740036,0.8858107291987736,0.1834192531056931
calibration,spn_null,6,bit_a019_d019_off+000,29,160000,79902,0.4993875,0.5,0.6259041799754416,0.4969344515457465,0.5018405706510735,0.9208705176650175,0.8719289138783587
calibration,spn_null,6,bit_a019_d019_off+000,30,160000,80026,0.5001625,0.5,0.8985447248839227,0.49770943579404275,0.5026155583170049,0.9630963470937772,0.9725633834273167
calibration,spn_null,6,bit_a019_d019_off+000,31,160000,79796,0.498725,0.5,0.30891562337581463,0.4962719696772498,0.5011780765283758,0.9113020489986831,0.639049693609766
calibration,spn_null,6,bit_a019_d019_off+000,32,160000,80074,0.5004625,0.5,0.7132462153076485,0.4980094312768059,0.50291555196233,0.9411908820554538,0.910905617953395
calibration,spn_null,6,bit_a019_d019_off+000,33,160000,80205,0.50128125,0.5,0.30654430118792186,0.49882817343665803,0.5037342801312185,0.9113020489986831,0.63714755970859
calibration,spn_null,6,bit_a019_d019_off+000,34,160000,80143,0.50089375,0.5,0.47615532454772563,0.49844067632845035,0.5033467912823123,0.9113020489986831,0.7854108446148051
calibration,spn_null,6,bit_a019_d019_off+000,35,160000,79762,0.4985125,0.5,0.23503035658567872,0.4960594764040847,0.5009655775024784,0.8858107291987736,0.5495610103754034
calibration,spn_null,6,bit_a019_d019_off+000,36,160000,80009,0.50005625,0.5,0.966100129365658,0.49760318760539446,0.5025093103561221,0.9777248309408747,0.9914015223848548
calibration,spn_null,6,bit_a019_d019_off+000,37,160000,79859,0.49911875,0.5,0.4823675172502356,0.49666570838247437,0.5015718235537667,0.9113020489986831,0.7888804370702319
calibration,spn_null,6,bit_a019_d019_off+000,38,160000,80218,0.5013625,0.5,0.27681585287461674,0.49890942301693075,0.5038155276064695,0.8858107291987736,0.601314029154874
calibration,spn_null,6,bit_a019_d019_off+000,39,160000,79962,0.4997625,0.5,0.851268697558032,0.49730944318897913,0.5022155654179511,0.9630963470937772,0.9588946314528727
calibration,spn_null,6,bit_a019_d019_off+000,40,160000,79768,0.49855,0.5,0.24706805565547738,0.49609697518484075,0.5010030773627334,0.8858107291987736,0.5645589608551224
calibration,spn_null,6,bit_a019_d019_off+000,41,160000,79975,0.49984375,0.5,0.9025030957611782,0.4973906915599847,0.5022968141024694,0.9630963470937772,0.9742390576211748
calibration,spn_null,6,bit_a019_d019_off+000,42,160000,79987,0.49991875,0.5,0.9501646877626015,0.4974656901137174,0.5023718128307587,0.9777248309408747,0.9873176568822595
calibration,spn_null,6,bit_a019_d019_off+000,43,160000,79780,0.498625,0.5,0.27242282967698056,0.4961719727876953,0.5010780770419007,0.8858107291987736,0.5966654304632
calibration,spn_null,6,bit_a019_d019_off+000,44,160000,80100,0.500625,0.5,0.6188366403789477,0.49817192919822273,0.503078048151961,0.9208705176650175,0.8687014070755471
calibration,spn_null,6,bit_a019_d019_off+000,45,160000,80046,0.5002875,0.5,0.8200350565935901,0.49783443380467696,0.5027405557764076,0.9630963470937772,0.9504783028431592
calibration,spn_null,6,bit_a019_d019_off+000,46,160000,79739,0.49836875,0.5,0.19274535654794506,0.49591573120551913,0.5008218279105019,0.8858107291987736,0.48733640766690306
calibration,spn_null,6,bit_a019_d019_off+000,47,160000,80061,0.50038125,0.5,0.7622710425523216,0.4979281824131373,0.5028343037704748,0.9565754259480114,0.9319814704770883
calibration,spn_null,6,bit_a019_d019_off+000,48,160000,80270,0.5016875,0.5,0.17781906916863113,0.49923442198496076,0.5041405168605347,0.8858107291987736,0.4645859674145559
calibration,spn_null,6,bit_a019_d019_off+000,49,160000,80130,0.5008125,0.5,0.5173085212275615,0.4983594271214098,0.503265543433829,0.9113020489986831,0.8115472256210138
calibration,spn_null,6,bit_a019_d019_off+000,50,160000,79744,0.4984,0.5,0.2014256320584415,0.49594698014450284,0.5008530778390273,0.8858107291987736,0.5011983976053234
calibration,spn_null,6,bit_a019_d019_off+000,51,160000,79749,0.49843125,0.5,0.21038759320665812,0.4959782290930566,0.5008843277579826,0.8858107291987736,0.5135971760416829
calibration,spn_null,6,bit_a019_d019_off+000,52,160000,79474,0.4967125,0.5,0.008601279925655717,0.49425955113443637,0.49916556800360157,0.5504819152419659,0.035221450188768814
calibration,spn_null,6,bit_a019_d019_off+000,53,160000,79881,0.49925625,0.5,0.5535159548077808,0.49680320479618667,0.5017093221570947,0.9113020489986831,0.8333665032197132
calibration,spn_null,6,bit_a019_d019_off+000,54,160000,80008,0.50005,0.5,0.9700863556991491,0.4975969377153897,0.5025030604726249,0.9777248309408747,0.9925082544154353
calibration,spn_null,6,bit_a019_d019_off+000,55,160000,79651,0.49781875,0.5,0.08142066836482412,0.4953657514458525,0.5002718276020075,0.8858107291987736,0.26473782093219694
calibration,spn_null,6,bit_a019_d019_off+000,56,160000,80127,0.50079375,0.5,0.5270603375639099,0.49834067731358767,0.5032467939211456,0.9113020489986831,0.8176595076236397
calibration,spn_null,6,bit_a019_d019_off+000,57,160000,80095,0.50059375,0.5,0.6365700781457464,0.4981406795778533,0.5030467989048214,0.9258037761295885,0.8777124237269897
calibration,spn_null,6,bit_a019_d019_off+000,58,160000,79989,0.49993125,0.5,0.9581303170636011,0.497478189878032,0.5023843126134477,0.9777248309408747,0.9897694310375219
calibration,spn_null,6,bit_a019_d019_off+000,59,160000,80052,0.500325,0.5,0.7967929119594648,0.4978719332377255,0.5027780549843701,0.9630963470937772,0.9442014448154127
calibration,spn_null,6,bit_a019_d019_off+000,60,160000,80069,0.50043125,0.5,0.7319747624724315,0.4979781817062004,0.5028843026654263,0.9560486693517474,0.9205119004074462
calibration,spn_null,6,bit_a019_d019_off+000,61,160000,80171,0.50106875,0.5,0.3939367063202098,0.4986156748402657,0.5035217864285483,0.9113020489986831,0.720084232902347
calibration,spn_null,6,bit_a019_d019_off+000,62,160000,80136,0.50085,0.5,0.4980888911582471,0.4983969267473897,0.5033030424488601,0.9113020489986831,0.7973575162262299
calibration,spn_null,6,bit_a019_d019_off+000,63,160000,80112,0.5007,0.5,0.5771859957716193,0.4982469283261551,0.5031530463060506,0.9113020489986831,0.845306721496193
calibration,spn_null,6,bit_a019_d019_off+000,64,160000,80103,0.50064375,0.5,0.6083012580181608,0.49819067897503805,0.5030967976956513,0.9208705176650175,0.862265349128733
calibration,spn_null,6,bit_a019_d019_off+000,65,160000,80083,0.50051875,0.5,0.6799731113499348,0.4980656805280121,0.5029718006726404,0.9411908820554538,0.8968988398741948
calibration,spn_null,6,bit_a019_d019_off+000,66,160000,79847,0.49904375,0.5,0.44576174232732513,0.49659071041672276,0.5014968242374962,0.9113020489986831,0.7611895900108632
calibration,spn_null,6,bit_a019_d019_off+000,67,160000,80110,0.5006875,0.5,0.5840354076209013,0.4982344284676717,0.5031405466175304,0.9113020489986831,0.8495060474485838
calibration,spn_null,6,bit_a019_d019_off+000,68,160000,80251,0.50156875,0.5,0.21038759320665812,0.49911567224201736,0.5040217709069433,0.8858107291987736,0.5135971760416829
calibration,spn_null,6,bit_a019_d019_off+000,69,160000,79804,0.498775,0.5,0.3283216889749614,0.496321968158776,0.5012280762348641,0.9113020489986831,0.6599085504652457
calibration,spn_null,6,bit_a019_d019_off+000,70,160000,79918,0.4994875,0.5,0.6836409241161193,0.49703444918252965,0.5019405693903196,0.9411908820554538,0.8983424240246037
calibration,spn_null,6,bit_a019_d019_off+000,71,160000,79939,0.49961875,0.5,0.7622710425523216,0.4971656962295253,0.5020718175868627,0.9565754259480114,0.9319814704770883
calibration,spn_null,6,bit_a019_d019_off+000,72,160000,80112,0.5007,0.5,0.5771859957716193,0.4982469283261551,0.5031530463060506,0.9113020489986831,0.845306721496193
calibration,spn_null,6,bit_a019_d019_off+000,73,160000,79916,0.499475,0.5,0.6763128556071846,0.4970219494725725,0.5019280695532732,0.9411908820554538,0.8952228078357769
calibration,spn_null,6,bit_a019_d019_off+000,74,160000,80175,0.50109375,0.5,0.3829357273264766,0.49864067465216727,0.5035467857106541,0.9113020489986831,0.7098591324806519
calibration,spn_null,6,bit_a019_d019_off+000,75,160000,79774,0.4985875,0.5,0.2595310731988167,0.49613447397937754,0.5010405772092076,0.8858107291987736,0.580261613440149
calibration,spn_null,6,bit_a019_d019_off+000,76,160000,80622,0.5038875,0.5,0.00188668042081981,0.5014344422188137,0.506340416899322,0.24149509386493567,0.008140284062863
calibration,spn_null,6,bit_a019_d019_off+000,77,160000,80240,0.5015,0.5,0.23111162211564668,0.4990469224540024,0.5039530231864381,0.8858107291987736,0.5442923207139425
calibration,spn_null,6,bit_a019_d019_off+000,78,160000,79956,0.499725,0.5,0.8278187910945984,0.49727194396264224,0.5021780660032769,0.9630963470937772,0.9530992152921844
calibration,spn_null,6,bit_a019_d019_off+000,79,160000,80274,0.5017125,0.5,0.17146844316247403,0.4992594219484526,0.5041655159910502,0.8858107291987736,0.4538609834526281
calibration,spn_null,6,bit_a019_d019_off+000,80,160000,79779,0.49861875,0.5,0.2702443047343002,0.4961657229853521,0.5010718270707422,0.8858107291987736,0.5948627860015552
calibration,spn_null,6,bit_a019_d019_off+000,81,160000,79744,0.4984,0.5,0.2014256320584415,0.49594698014450284,0.5008530778390273,0.8858107291987736,0.5011983976053234
calibration,spn_null,6,bit_a019_d019_off+000,82,160000,79948,0.499675,0.5,0.7967929119594648,0.49722194501562994,0.5021280667622745,0.9630963470937772,0.9442014448154127
calibration,spn_null,6,bit_a019_d019_off+000,83,160000,79923,0.49951875,0.5,0.7020906550246703,0.4970656984641213,0.5019718189762372,0.9411908820554538,0.906608866009158
calibration,spn_null,6,bit_a019_d019_off+000,84,160000,80062,0.5003875,0.5,0.7584629333885117,0.4979344323234305,0.5028405536336834,0.9565754259480114,0.9310309803282618
calibration,spn_null,6,bit_a019_d019_off+000,85,160000,80174,0.5010875,0.5,0.3856681730135417,0.49863442469861763,0.5035405358907018,0.9113020489986831,0.7126023261744256
calibration,spn_null,6,bit_a019_d019_off+000,86,160000,80241,0.50150625,0.5,0.22916975795879546,0.49905317243281705,0.5039592729811254,0.8858107291987736,0.5412959376052743
calibration,spn_null,6,bit_a019_d019_off+000,87,160000,80044,0.500275,0.5,0.8278187910945984,0.4978219339967231,0.5027280560373577,0.9630963470937772,0.9530992152921844
calibration,spn_null,6,bit_a019_d019_off+000,88,160000,80377,0.50235625,0.5,0.05976782155655593,0.49990317311783194,0.5048092414923592,0.8858107291987736,0.2060219342703544
calibration,spn_null,6,bit_a019_d019_off+000,89,160000,79801,0.49875625,0.5,0.32095368322462997,0.4963032187253326,0.501209326347802,0.9113020489986831,0.6515792458802956
calibration,spn_null,6,bit_a019_d019_off+000,90,160000,80043,0.50026875,0.5,0.831717060220035,0.4978156840933204,0.5027218061672586,0.9630963470937772,0.9537270656946426
calibration,spn_null,6,bit_a019_d019_off+000,91,160000,80111,0.50069375,0.5,0.5806059713507504,0.49824067839672204,0.503146796461982,0.9113020489986831,0.8473261491636604
calibration,spn_null,6,bit_a019_d019_off+000,92,160000,79869,0.49918125,0.5,0.5140787987133538,0.49672820672937545,0.5016343229418838,0.9113020489986831,0.8088762905385285
calibration,spn_null,6,bit_a019_d019_off+000,93,160000,79892,0.499325,0.5,0.5909224223975835,0.4968719530725211,0.5017780713892805,0.9113020489986831,0.8530609406040305
calibration,spn_null,6,bit_a019_d019_off+000,94,160000,79886,0.4992875,0.5,0.5703746626988679,0.4968344540069602,0.5017405718138302,0.9113020489986831,0.84280469639775
calibration,spn_null,6,bit_a019_d019_off+000,95,160000,80176,0.5011,0.5,0.3802151759150486,0.4986469246060997,0.5035530355302237,0.9113020489986831,0.7076342059923842
calibration,spn_null,6,bit_a019_d019_off+000,96,160000,79891,0.49931875,0.5,0.5874742447815295,0.4968657032273039,0.5017718214609959,0.9113020489986831,0.8515244314281678
calibration,spn_null,6,bit_a019_d019_off+000,97,160000,80294,0.5018375,0.5,0.1422398495916211,0.49938442185778564,0.5042905115517539,0.8858107291987736,0.40014726918082416
calibration,spn_null,6,bit_a019_d019_off+000,98,160000,80145,0.50090625,0.5,0.4699872359062743,0.4984531762121986,0.5033592909455677,0.9113020489986831,0.7811084119801313
calibration,spn_null,6,bit_a019_d019_off+000,99,160000,80263,0.50164375,0.5,0.18935131947326622,0.49919067206358797,0.5040967683673947,0.8858107291987736,0.48184828812282454
calibration,spn_null,6,bit_a019_d019_off+000,100,160000,80046,0.5002875,0.5,0.8200350565935901,0.49783443380467696,0.5027405557764076,0.9630963470937772,0.9504783028431592
calibration,spn_null,6,bit_a019_d019_off+000,101,160000,80275,0.50171875,0.5,0.1699076423547436,0.4992656719402826,0.504171765772722,0.8858107291987736,0.4509731098270022
calibration,spn_null,6,bit_a019_d019_off+000,102,160000,80010,0.5000625,0.5,0.9621147500099848,0.49760943749578207,0.5025155602392365,0.9777248309408747,0.9904217250957287
calibration,spn_null,6,bit_a019_d019_off+000,103,160000,80122,0.5007625,0.5,0.5435192750851469,0.4983094276415401,0.5032155447256841,0.9113020489986831,0.8264979769634546
calibration,spn_null,6,bit_a019_d019_off+000,104,160000,80145,0.50090625,0.5,0.4699872359062743,0.4984531762121986,0.5033592909455677,0.9113020489986831,0.7811084119801313
calibration,spn_null,6,bit_a019_d019_off+000,105,160000,80167,0.50104375,0.5,0.4051268532727168,0.498590675034489,0.5034967871403175,0.9113020489986831,0.7299411690638041
calibration,spn_null,6,bit_a019_d019_off+000,106,160000,79839,0.49899375,0.5,0.42226387444067587,0.4965407118035123,0.5014468246626919,0.9113020489986831,0.7445727369313261
calibration,spn_null,6,bit_a019_d019_off+000,107,160000,80100,0.500625,0.5,0.6188366403789477,0.49817192919822273,0.503078048151961,0.9208705176650175,0.8687014070755471
calibration,spn_null,6,bit_a019_d019_off+000,108,160000,79846,0.4990375,0.5,0.4427843908249677,0.4965844605887316,0.5014905742919855,0.9113020489986831,0.759228426330822
calibration,spn_null,6,bit_a019_d019_off+000,109,160000,79907,0.49941875,0.5,0.6437229380901045,0.4969657007967142,0.5018718202676149,0.9258037761295885,0.8800698112206503
calibration,spn_null,6,bit_a019_d019_off+000,110,160000,80077,0.50048125,0.5,0.7020906550246703,0.4980281810237628,0.5029343015358787,0.9411908820554538,0.906608866009158
calibration,spn_null,6,bit_a019_d019_off+000,111,160000,79977,0.49985625,0.5,0.9104270156120863,0.49740319131511207,0.5023093138943455,0.9630963470937772,0.9754575167272354
calibration,spn_null,6,bit_a019_d019_off+000,112,160000,80132,0.500825,0.5,0.5108595959427796,0.4983719269952052,0.5032780431070373,0.9113020489986831,0.8051306580834287
calibration,spn_null,6,bit_a019_d019_off+000,113,160000,79952,0.4997,0.5,0.8122690097420794,0.49724694448607376,0.5021530663858381,0.9630963470937772,0.9495739393894771
calibration,spn_null,6,bit_a019_d019_off+000,114,160000,80372,0.502325,0.5,0.06323971424275328,0.4998719229672774,0.5047779927754045,0.8858107291987736,0.21576233024626618
calibration,spn_null,6,bit_a019_d019_off+000,115,160000,79965,0.49978125,0.5,0.8630445298855134,0.4973281928073154,0.5022343151201203,0.9630963470937772,0.9623494721627213
calibration,spn_null,6,bit_a019_d019_off+000,116,160000,80023,0.50014375,0.5,0.9104270156120863,0.4976906861056544,0.5025968086848879,0.9630963470937772,0.9754575167272354
calibration,spn_null,6,bit_a019_d019_off+000,117,160000,79703,0.49814375,0.5,0.1382070576881528,0.49569073912734746,0.5005968281426076,0.8858107291987736,0.3918885741351351
calibration,spn_null,6,bit_a019_d019_off+000,118,160000,80127,0.50079375,0.5,0.5270603375639099,0.49834067731358767,0.5032467939211456,0.9113020489986831,0.8176595076236397
calibration,spn_null,6,bit_a019_d019_off+000,119,160000,79861,0.49913125,0.5,0.48862350374969693,0.49667820804879215,0.5015843234344526,0.9113020489986831,0.7916102750337881
calibration,spn_null,6,bit_a019_d019_off+000,120,160000,80213,0.50133125,0.5,0.2880087256388477,0.49887817317070815,0.5037842785851829,0.8991491922383539,0.6140774605514576
calibration,spn_null,6,bit_a019_d019_off+000,121,160000,79706,0.4981625,0.5,0.1422398495916211,0.49570948844824614,0.5006155781422144,0.8858107291987736,0.40014726918082416
calibration,spn_null,6,bit_a019_d019_off+000,122,160000,79823,0.49889375,0.5,0.37750653472042606,0.49644071465058975,0.5013468254395851,0.9113020489986831,0.7056712149574959
calibration,spn_null,6,bit_a019_d019_off+000,123,160000,79891,0.49931875,0.5,0.5874742447815295,0.4968657032273039,0.5017718214609959,0.9113020489986831,0.8515244314281678
calibration,spn_null,6,bit_a019_d019_off+000,124,160000,79714,0.4982125,0.5,0.1534356029417079,0.49575948665415287,0.5006655781243222,0.8858107291987736,0.4210775167383658
calibration,spn_null,6,bit_a019_d019_off+000,125,160000,80032,0.5002,0.5,0.8748508709355115,0.49774693518115554,0.5026530575709033,0.9630963470937772,0.9659772394198446
calibration,spn_null,6,bit_a019_d019_off+000,126,160000,79771,0.49856875,0.5,0.25324617057152565,0.4961157245803865,0.5010218272876931,0.8858107291987736,0.5719542978942265
calibration,spn_null,6,bit_a019_d019_off+000,127,160000,79707,0.49816875,0.5,0.1436040067958544,0.49571573822264464,0.5006218281413177,0.8858107291987736,0.4031726456560635
calibration,spn_null,6,bit_a044_d044_off+000,0,160000,79891,0.49931875,0.5,0.5874742447815295,0.4968657032273039,0.5017718214609959,0.9558104674335798,0.8515244314281678
calibration,spn_null,6,bit_a044_d044_off+000,1,160000,79986,0.4999125,0.5,0.946183689886611,0.49745944023213423,0.5023655629388399,0.9612024786149699,0.9857818270812144
calibration,spn_null,6,bit_a044_d044_off+000,2,160000,79992,0.49995,0.5,0.9700863556991491,0.49749693952737506,0.5024030622846103,0.9740733295154766,0.9925082544154353
calibration,spn_null,6,bit_a044_d044_off+000,3,160000,79945,0.49965625,0.5,0.7852376922847425,0.4972031954168165,0.5021093170405825,0.9558104674335798,0.9401551916356415
calibration,spn_null,6,bit_a044_d044_off+000,4,160000,79880,0.49925,0.5,0.5501737405514305,0.4967969549551803,0.5017030722245993,0.9558104674335798,0.8309408706853464
calibration,spn_null,6,bit_a044_d044_off+000,5,160000,80065,0.50040625,0.5,0.747074051751435,0.49795318205660644,0.5028593032210129,0.9558104674335798,0.9268279973267137
calibration,spn_null,6,bit_a044_d044_off+000,6,160000,80168,0.50105,0.5,0.4023116501312396,0.49859692498535907,0.5035030369629495,0.9558104674335798,0.7273430962824671
calibration,spn_null,6,bit_a044_d044_off+000,7,160000,79846,0.4990375,0.5,0.4427843908249677,0.4965844605887316,0.5014905742919855,0.9558104674335798,0.759228426330822
calibration,spn_null,6,bit_a044_d044_off+000,8,160000,80075,0.50046875,0.5,0.7095207363778024,0.4980156811920754,0.5029218018205623,0.9558104674335798,0.9091714783317799
calibration,spn_null,6,bit_a044_d044_off+000,9,160000,79977,0.49985625,0.5,0.9104270156120863,0.49740319131511207,0.5023093138943455,0.9612024786149699,0.9754575167272354
calibration,spn_null,6,bit_a044_d044_off+000,10,160000,80261,0.50163125,0.5,0.19274535654794506,0.49917817208949816,0.5040842687944809,0.9558104674335798,0.48733640766690306
calibration,spn_null,6,bit_a044_d044_off+000,11,160000,79902,0.4993875,0.5,0.6259041799754416,0.4969344515457465,0.5018405706510735,0.9558104674335798,0.8719289138783587
calibration,spn_null,6,bit_a044_d044_off+000,12,160000,80084,0.500525,0.5,0.6763128556071846,0.4980719304467269,0.5029780505274275,0.9558104674335798,0.8952228078357769
calibration,spn_null,6,bit_a044_d044_off+000,13,160000,80064,0.5004,0.5,0.7508643522827907,0.497946932145165,0.5028530533589526,0.9558104674335798,0.9273358889654791
calibration,spn_null,6,bit_a044_d044_off+000,14,160000,80177,0.50110625,0.5,0.37750653472042606,0.4986531745604149,0.5035592853494102,0.9558104674335798,0.7056712149574959
calibration,spn_null,6,bit_a044_d044_off+000,15,160000,79761,0.49850625,0.5,0.2330651480235872,0.4960532266086319,0.5009593275244294,0.9558104674335798,0.5467136031830023
calibration,spn_null,6,bit_a044_d044_off+000,16,160000,79896,0.49935,0.5,0.6048073066621008,0.4968969524572177,0.5018030710985913,0.9558104674335798,0.8604093943067397
calibration,spn_null,6,bit_a044_d044_off+000,17,160000,80204,0.501275,0.5,0.30891562337581463,0.4988219234716243,0.5037280303227503,0.9558104674335798,0.639049693609766
calibration,spn_null,6,bit_a044_d044_off+000,18,160000,79913,0.49945625,0.5,0.6653781852793414,0.49700319991050773,0.5019093197948323,0.9558104674335798,0.8905724055324752
calibration,spn_null,6,bit_a044_d044_off+000,19,160000,80063,0.50039375,0.5,0.7546606746584724,0.49794068223410626,0.5028468034965095,0.9558104674335798,0.929483438597878
calibration,spn_null,6,bit_a044_d044_off+000,20,160000,79947,0.49966875,0.5,0.7929360834882676,0.497215695148976,0.5021218168554266,0.9558104674335798,0.9424667834388137
calibration,spn_null,6,bit_a044_d044_off+000,21,160000,80203,0.50126875,0.5,0.3112990403558374,0.4988156735069734,0.5037217805138994,0.9558104674335798,0.641302744080695
calibration,spn_null,6,bit_a044_d044_off+000,22,160000,79952,0.4997,0.5,0.8122690097420794,0.49724694448607376,0.5021530663858381,0.9558104674335798,0.9495739393894771
